variant,layer,neuron_index,flat_index,seed
random,0,103,103,1000
random,0,150,150,1000
random,0,221,221,1000
random,0,319,319,1000
random,0,322,322,1000
random,0,793,793,1000
random,0,832,832,1000
random,0,1103,1103,1000
random,0,1133,1133,1000
random,0,1981,1981,1000
random,0,2046,2046,1000
random,0,2260,2260,1000
random,0,2535,2535,1000
random,0,2705,2705,1000
random,0,2715,2715,1000
random,0,2934,2934,1000
random,0,3252,3252,1000
random,0,4300,4300,1000
random,0,4419,4419,1000
random,0,4519,4519,1000
random,0,4643,4643,1000
random,0,4963,4963,1000
random,0,4980,4980,1000
random,0,5222,5222,1000
random,0,5255,5255,1000
random,0,5257,5257,1000
random,0,5263,5263,1000
random,0,5584,5584,1000
random,0,5693,5693,1000
random,0,5840,5840,1000
random,0,6504,6504,1000
random,0,6951,6951,1000
random,0,7062,7062,1000
random,0,7180,7180,1000
random,0,7300,7300,1000
random,0,7417,7417,1000
random,0,7749,7749,1000
random,0,8309,8309,1000
random,0,8748,8748,1000
random,0,8784,8784,1000
random,0,8822,8822,1000
random,0,9026,9026,1000
random,0,9452,9452,1000
random,0,9743,9743,1000
random,0,9856,9856,1000
random,0,10134,10134,1000
random,0,10257,10257,1000
random,0,10364,10364,1000
random,0,10632,10632,1000
random,0,11549,11549,1000
random,0,11667,11667,1000
random,0,11710,11710,1000
random,0,11813,11813,1000
random,0,11897,11897,1000
random,0,11923,11923,1000
random,0,12115,12115,1000
random,0,12290,12290,1000
random,0,12682,12682,1000
random,0,12785,12785,1000
random,0,12791,12791,1000
random,0,12904,12904,1000
random,0,13219,13219,1000
random,0,13292,13292,1000
random,0,13297,13297,1000
random,0,13327,13327,1000
random,0,13577,13577,1000
random,0,13598,13598,1000
random,0,13689,13689,1000
random,0,13995,13995,1000
random,0,14153,14153,1000
random,1,170,14506,1000
random,1,653,14989,1000
random,1,1154,15490,1000
random,1,1421,15757,1000
random,1,1531,15867,1000
random,1,1746,16082,1000
random,1,1902,16238,1000
random,1,2138,16474,1000
random,1,2142,16478,1000
random,1,2984,17320,1000
random,1,3058,17394,1000
random,1,3235,17571,1000
random,1,3449,17785,1000
random,1,3592,17928,1000
random,1,3653,17989,1000
random,1,3724,18060,1000
random,1,4210,18546,1000
random,1,4355,18691,1000
random,1,4403,18739,1000
random,1,4608,18944,1000
random,1,4931,19267,1000
random,1,5028,19364,1000
random,1,5105,19441,1000
random,1,5794,20130,1000
random,1,5823,20159,1000
random,1,5919,20255,1000
random,1,6070,20406,1000
random,1,6074,20410,1000
random,1,6253,20589,1000
random,1,6429,20765,1000
random,1,6689,21025,1000
random,1,6746,21082,1000
random,1,6932,21268,1000
random,1,7014,21350,1000
random,1,7046,21382,1000
random,1,7129,21465,1000
random,1,7204,21540,1000
random,1,7683,22019,1000
random,1,7765,22101,1000
random,1,7772,22108,1000
random,1,8076,22412,1000
random,1,8193,22529,1000
random,1,8259,22595,1000
random,1,8555,22891,1000
random,1,8638,22974,1000
random,1,8912,23248,1000
random,1,9017,23353,1000
random,1,9069,23405,1000
random,1,9417,23753,1000
random,1,9549,23885,1000
random,1,9836,24172,1000
random,1,10021,24357,1000
random,1,10100,24436,1000
random,1,10169,24505,1000
random,1,10627,24963,1000
random,1,10890,25226,1000
random,1,10932,25268,1000
random,1,10946,25282,1000
random,1,11801,26137,1000
random,1,11834,26170,1000
random,1,11925,26261,1000
random,1,12049,26385,1000
random,1,12559,26895,1000
random,1,12867,27203,1000
random,1,12985,27321,1000
