variant,layer,neuron_index,flat_index,seed
random,0,17,17,1000
random,0,103,103,1000
random,0,150,150,1000
random,0,221,221,1000
random,0,254,254,1000
random,0,319,319,1000
random,0,322,322,1000
random,0,519,519,1000
random,0,793,793,1000
random,0,832,832,1000
random,0,902,902,1000
random,0,947,947,1000
random,0,976,976,1000
random,0,1103,1103,1000
random,0,1133,1133,1000
random,0,1378,1378,1000
random,0,1552,1552,1000
random,0,1619,1619,1000
random,0,1981,1981,1000
random,0,2046,2046,1000
random,0,2049,2049,1000
random,0,2056,2056,1000
random,0,2260,2260,1000
random,0,2362,2362,1000
random,0,2535,2535,1000
random,0,2583,2583,1000
random,0,2621,2621,1000
random,0,2705,2705,1000
random,0,2715,2715,1000
random,0,2855,2855,1000
random,0,2934,2934,1000
random,0,3252,3252,1000
random,0,3366,3366,1000
random,0,3391,3391,1000
random,0,3450,3450,1000
random,0,3877,3877,1000
random,0,3888,3888,1000
random,0,4279,4279,1000
random,0,4300,4300,1000
random,0,4419,4419,1000
random,0,4519,4519,1000
random,0,4643,4643,1000
random,0,4828,4828,1000
random,0,4883,4883,1000
random,0,4963,4963,1000
random,0,4980,4980,1000
random,0,5010,5010,1000
random,0,5212,5212,1000
random,0,5222,5222,1000
random,0,5251,5251,1000
random,0,5255,5255,1000
random,0,5256,5256,1000
random,0,5257,5257,1000
random,0,5263,5263,1000
random,0,5584,5584,1000
random,0,5693,5693,1000
random,0,5823,5823,1000
random,0,5840,5840,1000
random,0,5869,5869,1000
random,0,6008,6008,1000
random,0,6019,6019,1000
random,0,6335,6335,1000
random,0,6371,6371,1000
random,0,6504,6504,1000
random,0,6570,6570,1000
random,0,6769,6769,1000
random,0,6951,6951,1000
random,0,6977,6977,1000
random,0,7062,7062,1000
random,0,7180,7180,1000
random,0,7257,7257,1000
random,0,7262,7262,1000
random,0,7300,7300,1000
random,0,7330,7330,1000
random,0,7391,7391,1000
random,0,7417,7417,1000
random,0,7558,7558,1000
random,0,7704,7704,1000
random,0,7749,7749,1000
random,0,7831,7831,1000
random,0,7840,7840,1000
random,0,7864,7864,1000
random,0,7971,7971,1000
random,0,7997,7997,1000
random,0,8289,8289,1000
random,0,8309,8309,1000
random,0,8576,8576,1000
random,0,8637,8637,1000
random,0,8683,8683,1000
random,0,8748,8748,1000
random,0,8784,8784,1000
random,0,8822,8822,1000
random,0,8999,8999,1000
random,0,9026,9026,1000
random,0,9059,9059,1000
random,0,9240,9240,1000
random,0,9357,9357,1000
random,0,9452,9452,1000
random,0,9595,9595,1000
random,0,9628,9628,1000
random,0,9743,9743,1000
random,0,9781,9781,1000
random,0,9851,9851,1000
random,0,9856,9856,1000
random,0,10051,10051,1000
random,0,10134,10134,1000
random,0,10257,10257,1000
random,0,10364,10364,1000
random,0,10632,10632,1000
random,0,11328,11328,1000
random,0,11351,11351,1000
random,0,11444,11444,1000
random,0,11549,11549,1000
random,0,11667,11667,1000
random,0,11707,11707,1000
random,0,11710,11710,1000
random,0,11813,11813,1000
random,0,11897,11897,1000
random,0,11923,11923,1000
random,0,12115,12115,1000
random,0,12136,12136,1000
random,0,12173,12173,1000
random,0,12245,12245,1000
random,0,12290,12290,1000
random,0,12432,12432,1000
random,0,12492,12492,1000
random,0,12682,12682,1000
random,0,12785,12785,1000
random,0,12791,12791,1000
random,0,12880,12880,1000
random,0,12904,12904,1000
random,0,13044,13044,1000
random,0,13205,13205,1000
random,0,13219,13219,1000
random,0,13292,13292,1000
random,0,13297,13297,1000
random,0,13327,13327,1000
random,0,13427,13427,1000
random,0,13577,13577,1000
random,0,13583,13583,1000
random,0,13598,13598,1000
random,0,13689,13689,1000
random,0,13832,13832,1000
random,0,13995,13995,1000
random,0,14153,14153,1000
random,0,14239,14239,1000
random,1,36,14372,1000
random,1,54,14390,1000
random,1,170,14506,1000
random,1,457,14793,1000
random,1,602,14938,1000
random,1,653,14989,1000
random,1,835,15171,1000
random,1,1154,15490,1000
random,1,1411,15747,1000
random,1,1421,15757,1000
random,1,1475,15811,1000
random,1,1476,15812,1000
random,1,1531,15867,1000
random,1,1746,16082,1000
random,1,1902,16238,1000
random,1,2138,16474,1000
random,1,2142,16478,1000
random,1,2365,16701,1000
random,1,2406,16742,1000
random,1,2487,16823,1000
