variant,layer,neuron_index,flat_index,seed
random,0,103,103,1000
random,0,793,793,1000
random,0,1103,1103,1000
random,0,5693,5693,1000
random,0,7749,7749,1000
random,0,9452,9452,1000
random,0,9856,9856,1000
random,0,10632,10632,1000
random,0,11710,11710,1000
random,0,11813,11813,1000
random,0,12290,12290,1000
random,0,13292,13292,1000
random,0,13327,13327,1000
random,1,1421,15757,1000
random,1,1902,16238,1000
random,1,2984,17320,1000
random,1,3058,17394,1000
random,1,3235,17571,1000
random,1,4403,18739,1000
random,1,4931,19267,1000
random,1,6253,20589,1000
random,1,7204,21540,1000
random,2,673,29345,1000
random,2,2814,31486,1000
random,2,2868,31540,1000
random,2,3485,32157,1000
random,2,3750,32422,1000
random,2,4008,32680,1000
random,2,4589,33261,1000
random,2,5502,34174,1000
random,2,7558,36230,1000
random,2,8124,36796,1000
random,2,8309,36981,1000
random,2,9980,38652,1000
random,2,12680,41352,1000
random,2,13747,42419,1000
random,3,2132,45140,1000
random,3,2471,45479,1000
random,3,2520,45528,1000
random,3,2752,45760,1000
random,3,3647,46655,1000
random,3,5634,48642,1000
random,3,6117,49125,1000
random,3,6192,49200,1000
random,3,6313,49321,1000
random,3,6699,49707,1000
random,3,7561,50569,1000
random,3,7640,50648,1000
random,3,8860,51868,1000
random,3,9218,52226,1000
random,3,9304,52312,1000
random,3,9651,52659,1000
random,3,10688,53696,1000
random,3,10736,53744,1000
random,3,11865,54873,1000
random,3,12402,55410,1000
random,3,12472,55480,1000
random,3,12963,55971,1000
random,4,4512,61856,1000
random,4,5377,62721,1000
random,4,5686,63030,1000
random,4,6158,63502,1000
random,4,7715,65059,1000
random,4,9232,66576,1000
random,4,9255,66599,1000
random,4,11863,69207,1000
random,4,12091,69435,1000
random,5,476,72156,1000
random,5,536,72216,1000
random,5,1872,73552,1000
random,5,3999,75679,1000
random,5,4083,75763,1000
random,5,5465,77145,1000
random,5,5756,77436,1000
random,5,7179,78859,1000
random,5,7610,79290,1000
random,5,8145,79825,1000
random,5,8469,80149,1000
random,5,8750,80430,1000
random,5,9717,81397,1000
random,5,9818,81498,1000
random,5,10071,81751,1000
random,5,10494,82174,1000
random,5,10811,82491,1000
random,5,12910,84590,1000
random,5,13718,85398,1000
random,6,4819,90835,1000
random,6,5743,91759,1000
random,6,6642,92658,1000
random,6,7004,93020,1000
random,6,9094,95110,1000
random,6,9934,95950,1000
random,6,10391,96407,1000
random,6,11018,97034,1000
random,6,11933,97949,1000
random,6,14135,100151,1000
random,7,655,101007,1000
random,7,2193,102545,1000
random,7,4056,104408,1000
random,7,4148,104500,1000
random,7,4480,104832,1000
random,7,4601,104953,1000
random,7,5315,105667,1000
random,7,7537,107889,1000
random,7,8405,108757,1000
random,7,8919,109271,1000
random,7,9310,109662,1000
random,7,9599,109951,1000
random,7,10113,110465,1000
random,7,13670,114022,1000
random,7,13790,114142,1000
random,7,13865,114217,1000
random,8,65,114753,1000
random,8,407,115095,1000
random,8,514,115202,1000
random,8,897,115585,1000
random,8,1686,116374,1000
random,8,2938,117626,1000
random,8,6634,121322,1000
random,8,6718,121406,1000
random,8,7548,122236,1000
random,8,9229,123917,1000
random,8,12135,126823,1000
random,8,12776,127464,1000
random,9,219,129243,1000
random,9,700,129724,1000
random,9,1127,130151,1000
random,9,1931,130955,1000
random,9,3379,132403,1000
random,9,4879,133903,1000
random,9,5508,134532,1000
random,9,7025,136049,1000
random,9,7085,136109,1000
random,9,8042,137066,1000
random,9,8926,137950,1000
random,9,9696,138720,1000
random,9,9910,138934,1000
random,9,10136,139160,1000
random,9,10349,139373,1000
random,9,11202,140226,1000
random,9,11863,140887,1000
random,9,13602,142626,1000
random,9,14112,143136,1000
random,10,1208,144568,1000
random,10,2473,145833,1000
random,10,3281,146641,1000
random,10,5973,149333,1000
random,10,12338,155698,1000
random,11,127,157823,1000
random,11,1342,159038,1000
random,11,1475,159171,1000
random,11,2960,160656,1000
random,11,3344,161040,1000
random,11,4544,162240,1000
random,11,4831,162527,1000
random,11,5488,163184,1000
random,11,6622,164318,1000
random,11,6686,164382,1000
random,11,7543,165239,1000
random,11,7944,165640,1000
random,11,10427,168123,1000
random,11,11295,168991,1000
random,11,13646,171342,1000
random,11,13673,171369,1000
random,11,13693,171389,1000
random,12,1201,173233,1000
random,12,1717,173749,1000
random,12,2376,174408,1000
random,12,3970,176002,1000
random,12,4639,176671,1000
random,12,4665,176697,1000
random,12,8691,180723,1000
random,12,9051,181083,1000
random,12,10614,182646,1000
random,12,11370,183402,1000
random,12,13408,185440,1000
random,12,13774,185806,1000
random,12,14230,186262,1000
random,13,862,187230,1000
random,13,2383,188751,1000
random,13,2797,189165,1000
random,13,3576,189944,1000
random,13,4282,190650,1000
random,13,4644,191012,1000
random,13,5476,191844,1000
random,13,6499,192867,1000
random,13,6621,192989,1000
random,13,8823,195191,1000
random,13,10428,196796,1000
random,13,11754,198122,1000
random,13,12312,198680,1000
random,13,12922,199290,1000
random,13,12924,199292,1000
random,13,13348,199716,1000
random,13,13450,199818,1000
random,13,13829,200197,1000
random,13,14006,200374,1000
random,13,14173,200541,1000
random,14,245,200949,1000
random,14,599,201303,1000
random,14,2231,202935,1000
random,14,3123,203827,1000
random,14,5462,206166,1000
random,14,5808,206512,1000
random,14,6630,207334,1000
random,14,7011,207715,1000
random,14,11562,212266,1000
random,14,11867,212571,1000
random,15,868,215908,1000
random,15,1838,216878,1000
random,15,1902,216942,1000
random,15,1922,216962,1000
random,15,2926,217966,1000
random,15,4016,219056,1000
random,15,7978,223018,1000
random,15,8659,223699,1000
random,15,8688,223728,1000
random,15,9734,224774,1000
random,15,10376,225416,1000
random,15,10999,226039,1000
random,15,11404,226444,1000
random,15,13013,228053,1000
random,15,13178,228218,1000
random,15,13573,228613,1000
random,16,341,229717,1000
random,16,1629,231005,1000
random,16,3762,233138,1000
random,16,4646,234022,1000
random,16,6892,236268,1000
random,16,7067,236443,1000
random,16,7413,236789,1000
random,16,12166,241542,1000
random,16,12330,241706,1000
random,16,13539,242915,1000
random,16,14002,243378,1000
random,17,38,243750,1000
random,17,1863,245575,1000
random,17,1965,245677,1000
random,17,3916,247628,1000
random,17,4520,248232,1000
random,17,4753,248465,1000
random,17,5017,248729,1000
random,17,6263,249975,1000
random,17,6425,250137,1000
random,17,7127,250839,1000
random,17,9414,253126,1000
random,17,10572,254284,1000
random,17,11456,255168,1000
random,17,13577,257289,1000
random,17,14287,257999,1000
random,18,13,258061,1000
random,18,898,258946,1000
random,18,1392,259440,1000
random,18,1475,259523,1000
random,18,2208,260256,1000
random,18,2843,260891,1000
random,18,3377,261425,1000
random,18,5748,263796,1000
random,18,6641,264689,1000
random,18,6853,264901,1000
random,18,10143,268191,1000
random,18,10178,268226,1000
random,18,10678,268726,1000
random,18,11535,269583,1000
random,18,12455,270503,1000
random,18,12669,270717,1000
random,19,445,272829,1000
random,19,1107,273491,1000
random,19,1223,273607,1000
random,19,3832,276216,1000
random,19,5749,278133,1000
random,19,7289,279673,1000
random,19,7294,279678,1000
random,19,8937,281321,1000
random,19,8968,281352,1000
random,19,10681,283065,1000
random,19,10901,283285,1000
random,19,11897,284281,1000
random,19,12274,284658,1000
random,19,12999,285383,1000
random,19,14068,286452,1000
random,20,800,287520,1000
random,20,1421,288141,1000
random,20,3372,290092,1000
random,20,3703,290423,1000
random,20,3924,290644,1000
random,20,4963,291683,1000
random,20,5560,292280,1000
random,20,7015,293735,1000
random,20,7124,293844,1000
random,20,8056,294776,1000
random,20,8821,295541,1000
random,20,9360,296080,1000
random,20,11988,298708,1000
random,20,12468,299188,1000
random,20,13008,299728,1000
random,21,1499,302555,1000
random,21,1972,303028,1000
random,21,5153,306209,1000
random,21,6351,307407,1000
random,21,6759,307815,1000
random,21,7695,308751,1000
random,21,8735,309791,1000
random,21,10796,311852,1000
random,21,11306,312362,1000
random,21,11916,312972,1000
random,21,12325,313381,1000
random,22,1746,317138,1000
random,22,3244,318636,1000
random,22,4625,320017,1000
random,22,4994,320386,1000
random,22,5392,320784,1000
random,22,6999,322391,1000
random,22,8265,323657,1000
random,22,9076,324468,1000
random,22,9645,325037,1000
random,22,10041,325433,1000
random,22,11072,326464,1000
random,22,11122,326514,1000
random,22,12845,328237,1000
random,23,85,329813,1000
random,23,290,330018,1000
random,23,553,330281,1000
random,23,1679,331407,1000
random,23,2635,332363,1000
random,23,3476,333204,1000
random,23,4657,334385,1000
random,23,6321,336049,1000
random,23,6728,336456,1000
random,23,11344,341072,1000
random,23,11383,341111,1000
random,23,11905,341633,1000
random,23,12945,342673,1000
random,23,13203,342931,1000
random,23,14200,343928,1000
